YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(months),Gender,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2012,2012,AL,Alabama,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,13.3,13.3,,,12.8,13.7,19694,,,,Non-Hispanic Black,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q041,VALUE,01,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2012,2012,AL,Alabama,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,24.5,24.5,,,23.6,25.5,7449,,,,Hispanic,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q041,VALUE,01,Race/Ethnicity,Hispanic,RACE,RACEHIS
2012,2012,AL,Alabama,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,12.5,12.5,,,9.1,15.9,360,,,,American Indian/Alaska Native,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q041,VALUE,01,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2012,2012,AL,Alabama,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,11.3,11.3,,,7.7,14.8,310,,,,Asian/Pacific Islander,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q041,VALUE,01,Race/Ethnicity,Asian/Pacific Islander,RACE,RACEAPI
2014,2014,AL,Alabama,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,14.2,14.2,,,13.7,14.7,17424,,24 - 35,,,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q041,VALUE,01,Age (months),24 - 35,AGEMO,AGEMO2435
2014,2014,AL,Alabama,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,17.0,17.0,,,16.4,17.6,14912,,36 - 47,,,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q041,VALUE,01,Age (months),36 - 47,AGEMO,AGEMO3647
2014,2014,AL,Alabama,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,18.6,18.6,,,17.8,19.3,11173,,48 - 59,,,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q041,VALUE,01,Age (months),48 - 59,AGEMO,AGEMO4859
2014,2014,AL,Alabama,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,15.5,15.5,,,15.1,16.0,21494,,,Female,,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q041,VALUE,01,Gender,Female,GEN,FEMALE
2014,2014,AL,Alabama,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,17.0,17.0,,,16.5,17.5,22015,,,Male,,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q041,VALUE,01,Gender,Male,GEN,MALE
2014,2014,AL,Alabama,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,16.3,16.3,,,15.9,16.6,43509,Total,,,,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q041,VALUE,01,Total,Total,OVR,OVERALL
2014,2014,AL,Alabama,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,7.3,7.3,,,4.3,10.3,288,,,,Asian/Pacific Islander,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q041,VALUE,01,Race/Ethnicity,Asian/Pacific Islander,RACE,RACEAPI
2014,2014,AL,Alabama,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,13.8,13.8,,,10.4,17.3,383,,,,American Indian/Alaska Native,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q041,VALUE,01,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2014,2014,AL,Alabama,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,14.0,14.0,,,13.5,14.5,18004,,,,Non-Hispanic Black,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q041,VALUE,01,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2014,2014,AL,Alabama,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,15.1,15.1,,,14.6,15.6,17581,,,,Non-Hispanic White,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q041,VALUE,01,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2014,2014,AL,Alabama,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,25.2,25.2,,,24.2,26.2,7253,,,,Hispanic,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q041,VALUE,01,Race/Ethnicity,Hispanic,RACE,RACEHIS
2014,2014,AL,Alabama,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,9.2,9.2,,,8.2,10.3,2886,,3 - 5,,,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q060,VALUE,01,Age (months),3 - 5,AGEMO,AGEMO35
2014,2014,AL,Alabama,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,11.6,11.6,,,11.1,12.1,16713,,6 - 11,,,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q060,VALUE,01,Age (months),6 - 11,AGEMO,AGEMO611
2014,2014,AL,Alabama,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,13.5,13.5,,,12.9,14.1,12031,,12 - 17,,,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q060,VALUE,01,Age (months),12 - 17,AGEMO,AGEMO1217
2014,2014,AL,Alabama,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,15.7,15.7,,,14.9,16.4,10049,,18 - 23,,,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q060,VALUE,01,Age (months),18 - 23,AGEMO,AGEMO1823
2014,2014,AL,Alabama,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,12.1,12.1,,,11.7,12.6,20637,,,Female,,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q060,VALUE,01,Gender,Female,GEN,FEMALE
2014,2014,AL,Alabama,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,13.8,13.8,,,13.3,14.3,21042,,,Male,,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q060,VALUE,01,Gender,Male,GEN,MALE
2014,2014,AL,Alabama,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,13.0,13.0,,,12.7,13.3,41679,Total,,,,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q060,VALUE,01,Total,Total,OVR,OVERALL
2014,2014,AL,Alabama,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,10.9,10.9,,,7.5,14.3,322,,,,Asian/Pacific Islander,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q060,VALUE,01,Race/Ethnicity,Asian/Pacific Islander,RACE,RACEAPI
2014,2014,AL,Alabama,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,12.3,12.3,,,11.8,12.7,18167,,,,Non-Hispanic White,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q060,VALUE,01,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2014,2014,AL,Alabama,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,12.7,12.7,,,12.2,13.2,17994,,,,Non-Hispanic Black,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q060,VALUE,01,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2014,2014,AL,Alabama,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,16.6,16.6,,,15.6,17.7,4863,,,,Hispanic,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q060,VALUE,01,Race/Ethnicity,Hispanic,RACE,RACEHIS
2014,2014,AL,Alabama,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,16.8,16.8,,,12.8,20.9,333,,,,American Indian/Alaska Native,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q060,VALUE,01,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2008,2008,AK,Alaska,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,18.5,18.5,,,17.7,19.3,9020,Total,,,,"(64.84507995700051, -147.72205903599973)",OWS,OWS1,Q040,VALUE,02,Total,Total,OVR,OVERALL
2008,2008,AK,Alaska,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,18.6,18.6,,,17.5,19.8,4633,,,Male,,"(64.84507995700051, -147.72205903599973)",OWS,OWS1,Q040,VALUE,02,Gender,Male,GEN,MALE
2008,2008,AK,Alaska,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,18.3,18.3,,,17.2,19.5,4387,,,Female,,"(64.84507995700051, -147.72205903599973)",OWS,OWS1,Q040,VALUE,02,Gender,Female,GEN,FEMALE
2008,2008,AK,Alaska,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,18.4,18.4,,,17.1,19.6,3597,,24 - 35,,,"(64.84507995700051, -147.72205903599973)",OWS,OWS1,Q040,VALUE,02,Age (months),24 - 35,AGEMO,AGEMO2435
2008,2008,AK,Alaska,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,18.9,18.9,,,17.6,20.3,3143,,36 - 47,,,"(64.84507995700051, -147.72205903599973)",OWS,OWS1,Q040,VALUE,02,Age (months),36 - 47,AGEMO,AGEMO3647
2008,2008,AK,Alaska,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,18.1,18.1,,,16.5,19.7,2280,,48 - 59,,,"(64.84507995700051, -147.72205903599973)",OWS,OWS1,Q040,VALUE,02,Age (months),48 - 59,AGEMO,AGEMO4859
2008,2008,AK,Alaska,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,15.5,15.5,,,14.3,16.7,3540,,,,Non-Hispanic White,"(64.84507995700051, -147.72205903599973)",OWS,OWS1,Q040,VALUE,02,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2008,2008,AK,Alaska,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,14.3,14.3,,,11.7,16.9,691,,,,Non-Hispanic Black,"(64.84507995700051, -147.72205903599973)",OWS,OWS1,Q040,VALUE,02,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2008,2008,AK,Alaska,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,14.2,14.2,,,11.7,16.8,737,,,,Hispanic,"(64.84507995700051, -147.72205903599973)",OWS,OWS1,Q040,VALUE,02,Race/Ethnicity,Hispanic,RACE,RACEHIS
2008,2008,AK,Alaska,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,23.7,23.7,,,22.2,25.2,3190,,,,American Indian/Alaska Native,"(64.84507995700051, -147.72205903599973)",OWS,OWS1,Q040,VALUE,02,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2008,2008,AK,Alaska,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,18.5,18.5,,,15.9,21.1,844,,,,Asian/Pacific Islander,"(64.84507995700051, -147.72205903599973)",OWS,OWS1,Q040,VALUE,02,Race/Ethnicity,Asian/Pacific Islander,RACE,RACEAPI
2010,2010,AK,Alaska,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,19.0,19.0,,,18.2,19.8,10108,Total,,,,"(64.84507995700051, -147.72205903599973)",OWS,OWS1,Q040,VALUE,02,Total,Total,OVR,OVERALL
2010,2010,AK,Alaska,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,19.2,19.2,,,18.1,20.2,5258,,,Male,,"(64.84507995700051, -147.72205903599973)",OWS,OWS1,Q040,VALUE,02,Gender,Male,GEN,MALE
2010,2010,AK,Alaska,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,18.9,18.9,,,17.8,20.0,4850,,,Female,,"(64.84507995700051, -147.72205903599973)",OWS,OWS1,Q040,VALUE,02,Gender,Female,GEN,FEMALE
2010,2010,AK,Alaska,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,18.0,18.0,,,16.8,19.2,4002,,24 - 35,,,"(64.84507995700051, -147.72205903599973)",OWS,OWS1,Q040,VALUE,02,Age (months),24 - 35,AGEMO,AGEMO2435
2010,2010,AK,Alaska,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,19.0,19.0,,,17.7,20.3,3624,,36 - 47,,,"(64.84507995700051, -147.72205903599973)",OWS,OWS1,Q040,VALUE,02,Age (months),36 - 47,AGEMO,AGEMO3647
2010,2010,AK,Alaska,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,20.6,20.6,,,19.0,22.2,2482,,48 - 59,,,"(64.84507995700051, -147.72205903599973)",OWS,OWS1,Q040,VALUE,02,Age (months),48 - 59,AGEMO,AGEMO4859
2010,2010,AK,Alaska,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,15.8,15.8,,,14.6,16.9,3680,,,,Non-Hispanic White,"(64.84507995700051, -147.72205903599973)",OWS,OWS1,Q040,VALUE,02,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2010,2010,AK,Alaska,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,16.9,16.9,,,14.4,19.5,845,,,,Non-Hispanic Black,"(64.84507995700051, -147.72205903599973)",OWS,OWS1,Q040,VALUE,02,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2010,2010,AK,Alaska,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,16.9,16.9,,,14.5,19.2,979,,,,Hispanic,"(64.84507995700051, -147.72205903599973)",OWS,OWS1,Q040,VALUE,02,Race/Ethnicity,Hispanic,RACE,RACEHIS
2010,2010,AK,Alaska,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,23.9,23.9,,,22.5,25.3,3506,,,,American Indian/Alaska Native,"(64.84507995700051, -147.72205903599973)",OWS,OWS1,Q040,VALUE,02,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2010,2010,AK,Alaska,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,17.8,17.8,,,15.5,20.0,1092,,,,Asian/Pacific Islander,"(64.84507995700051, -147.72205903599973)",OWS,OWS1,Q040,VALUE,02,Race/Ethnicity,Asian/Pacific Islander,RACE,RACEAPI
